stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening D:\chava\Documents\GitHub\proyecto1ED\proyecto1ED\proyecto1\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.14801] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14813] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14822] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14832] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14842] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14852] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14860] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14871] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14881] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14892] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14903] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14918] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14930] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14942] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14952] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14964] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14973] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14984] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14994] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15009] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15021] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15035] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15048] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15060] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15072] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15084] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15095] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15107] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15118] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15127] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15140] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15151] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15159] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15167] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15174] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15182] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15192] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15203] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15211] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15220] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15229] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15237] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15245] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15256] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15267] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15276] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15290] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15301] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15311] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15324] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15333] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15341] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15351] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15362] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15375] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15385] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15394] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15404] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15413] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15425] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15434] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15445] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15455] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15465] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15477] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15488] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15496] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15506] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15516] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15527] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15538] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15551] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15562] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15574] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15584] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15593] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15602] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15611] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15620] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15630] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.15648] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.16011] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.16034] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.22067] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.31785] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.31810] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.31825] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.31846] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.31864] Returning d3d_display: 000001E765AF8830
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.31876] al_display=000001E765AF8830
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.31885] al_display->vt=000001E765ADD680
system   D            wsystem.c:836  maybe_parent_dir                 [   0.31942] Also searching D:\chava\Documents\GitHub\proyecto1ED\proyecto1ED\proyecto1\x64\
system   D            wsystem.c:891  _al_win_safe_load_library        [   0.32018] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:797  load_library_at_path             [   0.32039] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:800  load_library_at_path             [   0.32357] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.32384] Module "d3dx9_43.dll" loaded.
audio-dsound I           dsound.cpp:275  _dsound_open                     [   0.32465] Starting DirectSound...
audio-dsound D           dsound.cpp:288  _dsound_open                     [   0.36325] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:77   get_window                       [   0.36344] Using desktop window: 0000000000010010
audio    I              audio.c:391  do_install_audio                 [   0.36376] Using DirectSound driver
audio-dsound D           dsound.cpp:322  _dsound_allocate_voice           [   0.36401] Allocating voice
audio-dsound D           dsound.cpp:381  _dsound_allocate_voice           [   0.36412] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.36423] added dtor for voice 000001E767626170, func 00007FFF46D0116D
dtor     D               dtor.c:196  _al_register_destructor          [   0.36436] added dtor for mixer 000001E76C792E50, func 00007FFF46D01488
audio-dsound D           dsound.cpp:477  _dsound_start_voice              [   0.36447] Starting voice
audio-dsound D           dsound.cpp:505  _dsound_start_voice              [   0.36455] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.36838] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.36863] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.36999] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.37027] added dtor for sample_instance 000001E765ADBB10, func 00007FFF46D0122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.37064] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.37084] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.37095] 
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.37110] opening Orbitron_Black.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.44749] Font Orbitron_Black.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.44768]     ascent=27.0, descent=-9.0, height=36.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.44825] added dtor for ttf_font 000001E76C7BD570, func 00007FFF6E0A128F
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.44860] opening Orbitron_Black.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.44922] Font Orbitron_Black.ttf loaded with pixel size 0 x 90.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.44937]     ascent=68.0, descent=-23.0, height=90.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.44950] added dtor for ttf_font 000001E76C7BD1F0, func 00007FFF6E0A128F
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.44960] opening Orbitron_Black.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.45021] Font Orbitron_Black.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.45041]     ascent=18.0, descent=-6.0, height=24.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.45057] added dtor for ttf_font 000001E76C7BD340, func 00007FFF6E0A128F
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.45070] opening menu.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.46202] opening menu.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47096] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47118] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47128] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47137] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47146] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47157] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47168] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47179] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.47189] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.47199] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.47211] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.47220] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.47390] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.47588] added dtor for bitmap 000001E76C7C8830, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.51397] opening fondoConfig.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.51463] opening fondoConfig.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51503] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51517] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51529] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51541] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51553] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51564] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51574] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51584] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51593] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.51604] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.51614] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.51623] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.51633] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.51719] added dtor for bitmap 000001E76C7C8DC0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.53171] opening Parkeo1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.53253] opening Parkeo1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53289] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53303] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53315] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53326] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53338] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53350] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53363] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53374] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53385] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.53397] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.53413] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.53423] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.53434] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.53515] added dtor for bitmap 000001E76C7CB360, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.55018] opening Parkeo2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.55086] opening Parkeo2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55150] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55166] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55178] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55187] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55197] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55208] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55218] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55230] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.55240] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.55249] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.55259] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.55269] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.55280] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.55357] added dtor for bitmap 000001E76C7CB8F0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.56920] opening Parkeo3.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.56993] opening Parkeo3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57043] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57065] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57083] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57095] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57106] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57114] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57125] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57137] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.57148] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.57159] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.57169] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.57181] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.57191] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.57300] added dtor for bitmap 000001E76C7C82E0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.59011] opening Parkeo4.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.59075] opening Parkeo4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59118] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59132] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59141] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59150] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59159] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59167] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59176] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59183] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.59192] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.59204] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.59218] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.59230] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.59242] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.59325] added dtor for bitmap 000001E76C7D84D0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.61052] opening ascensor/ascensor01.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.61130] opening ascensor/ascensor01.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61167] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61178] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61188] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61197] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61207] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61219] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61235] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61246] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.61256] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.61267] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.61277] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.61287] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.61299] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.61366] added dtor for bitmap 000001E76C7C6A10, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.63075] opening ascensor/ascensor1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.63163] opening ascensor/ascensor1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63208] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63218] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63224] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63231] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63237] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63249] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63260] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63270] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.63279] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.63287] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.63295] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.63304] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.63313] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.63438] added dtor for bitmap 000001E76C7C6FA0, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.65177] opening ascensor/ascensor2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.65249] opening ascensor/ascensor2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65290] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65305] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65317] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65327] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65338] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65350] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65359] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65368] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65379] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.65391] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.65401] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.65412] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.65422] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.65543] added dtor for bitmap 000001E76C7DA690, func 00007FFF46F9118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.67151] opening ascensor/ascensor3.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.67223] opening ascensor/ascensor3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67264] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67275] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67282] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67290] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.67297] Fake format
