stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening D:\chava\Documents\Projects\C++\TestingProjectBackgroud\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.17775] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17787] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17798] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17808] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17816] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17827] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17839] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17852] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17865] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17875] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17884] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17894] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17904] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17914] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17922] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17934] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17948] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17960] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17972] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17983] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17991] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17999] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18018] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18028] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18035] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18045] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18054] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18064] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18074] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18086] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18097] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18108] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18118] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18130] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18138] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18147] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18163] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18174] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18184] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18194] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18201] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18212] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18221] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18232] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18242] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18254] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18263] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18274] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18282] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18290] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18298] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18307] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18325] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18335] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18344] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18351] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18358] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18368] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18376] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18387] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18399] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18411] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18422] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18433] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18441] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18452] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18463] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18476] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18489] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18502] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18513] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18522] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18529] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18537] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18547] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18561] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18570] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18581] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18590] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18604] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.18624] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.18889] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.18911] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.24911] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.30320] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.30357] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.30432] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.30548] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.30568] Returning d3d_display: 0000022871490810
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.30579] al_display=0000022871490810
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.30606] al_display->vt=0000022871488A70
system   D            wsystem.c:836  maybe_parent_dir                 [   0.30701] Also searching D:\chava\Documents\Projects\C++\TestingProjectBackgroud\x64\
system   D            wsystem.c:891  _al_win_safe_load_library        [   0.30784] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:797  load_library_at_path             [   0.30862] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:800  load_library_at_path             [   0.31365] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.31388] Module "d3dx9_43.dll" loaded.
audio-dsound I           dsound.cpp:275  _dsound_open                     [   0.31576] Starting DirectSound...
audio-dsound D           dsound.cpp:288  _dsound_open                     [   0.40154] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:77   get_window                       [   0.40221] Using desktop window: 0000000000010010
audio    I              audio.c:391  do_install_audio                 [   0.40261] Using DirectSound driver
audio-dsound D           dsound.cpp:322  _dsound_allocate_voice           [   0.40296] Allocating voice
audio-dsound D           dsound.cpp:381  _dsound_allocate_voice           [   0.40319] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.40376] added dtor for voice 0000022873229450, func 00007FFFC803116D
dtor     D               dtor.c:196  _al_register_destructor          [   0.40392] added dtor for mixer 000002287148C600, func 00007FFFC8031488
audio-dsound D           dsound.cpp:477  _dsound_start_voice              [   0.40405] Starting voice
audio-dsound D           dsound.cpp:505  _dsound_start_voice              [   0.40416] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.40875] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.40895] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.40985] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.41006] added dtor for sample_instance 00000228781F0110, func 00007FFFC803122B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.41039] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.41053] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.41064] 
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.41076] opening Orbitron_Black.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.41175] Font Orbitron_Black.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.41195]     ascent=27.0, descent=-9.0, height=36.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.41209] added dtor for ttf_font 000002287323E900, func 00007FFFE55F128F
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.41222] opening Orbitron_Black.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.41284] Font Orbitron_Black.ttf loaded with pixel size 0 x 90.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.41307]     ascent=68.0, descent=-23.0, height=90.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.41320] added dtor for ttf_font 00000228782023D0, func 00007FFFE55F128F
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.41339] opening Orbitron_Black.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   0.41414] Font Orbitron_Black.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.41435]     ascent=18.0, descent=-6.0, height=24.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.41447] added dtor for ttf_font 00000228782021A0, func 00007FFFE55F128F
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.41459] opening menu.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.41542] opening menu.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41609] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41627] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41637] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41647] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41656] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41665] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41673] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41683] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.41696] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.41709] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.41758] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.42033] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.42051] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.42187] added dtor for bitmap 00000228782110D0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.43574] opening fondoConfig.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.44033] opening fondoConfig.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44123] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44170] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44197] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44230] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44244] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44258] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44271] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44284] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.44300] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.44309] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.44330] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.44354] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.44368] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.44465] added dtor for bitmap 0000022878211660, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.47784] opening Parkeo1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.47931] opening Parkeo1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.48106] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.48438] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.48618] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.48844] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.48931] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.49086] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.49117] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.49172] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.49186] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.49197] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.49210] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.49219] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.49229] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.49338] added dtor for bitmap 00000228782102F0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.51023] opening Parkeo2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.51193] opening Parkeo2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51297] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51349] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51388] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51402] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51411] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51421] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51430] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51445] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.51463] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.51473] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.51485] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.51532] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.51547] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.51683] added dtor for bitmap 0000022878251A60, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.53473] opening Parkeo3.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.53602] opening Parkeo3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53681] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53719] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53758] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53818] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53858] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53887] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53901] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53913] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.53927] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.54103] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.54130] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.54214] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.54243] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.54415] added dtor for bitmap 000002287821CFD0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.56136] opening Parkeo4.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.56201] opening Parkeo4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56252] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56279] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56290] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56299] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56311] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56321] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56336] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56345] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.56354] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.56363] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.56375] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.56421] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.56441] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.56551] added dtor for bitmap 0000022878216340, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.58138] opening ascensor/ascensor01.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.58213] opening ascensor/ascensor01.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58261] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58276] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58285] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58295] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58304] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58313] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58322] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58331] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.58340] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.58350] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.58360] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.58369] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.58378] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.58482] added dtor for bitmap 0000022878251370, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.60358] opening ascensor/ascensor1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.60428] opening ascensor/ascensor1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60477] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60491] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60501] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60511] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60547] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60559] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60569] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60577] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.60588] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.60598] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.60608] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.60618] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.60626] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.60739] added dtor for bitmap 000002287821C8E0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.62706] opening ascensor/ascensor2.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.62792] opening ascensor/ascensor2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62859] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62917] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62930] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62941] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62951] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62962] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62973] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62985] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.62997] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.63009] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.63023] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.63152] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.63186] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.63298] added dtor for bitmap 000002287821CAD0, func 00007FFFBEE4118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.65151] opening ascensor/ascensor3.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.65247] opening ascensor/ascensor3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65330] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65353] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65364] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65373] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65383] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65391] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.65399] Fake format
